Video ID,Segment ID,Start frame,End frame,Start time(s),End time(s),Violence label,Video Source Label,No. Frames
152,152_7,1607,1672,53.67,55.85,0,2,66
152,152_8,1673,1863,55.88,62.22,0,1,191
152,152_9,1864,2073,62.26,69.24,0,2,210
152,152_10,2074,2711,69.27,90.55,0,1,638
152,152_11,2712,3040,90.58,101.54,0,2,329
152,152_12,3041,4970,101.57,166.0,0,1,1930
153,153_1,18,90,0.6,3.0,0,1,73
153,153_2,91,191,3.04,6.37,1,4,101
153,153_3,192,475,6.41,15.85,0,4,284
153,153_4,476,4479,15.88,149.45,0,1,4004
154,154_1,0,1797,0.0,59.96,0,3,1798
155,155_1,253,3253,8.43,108.43,0,1,3001
156,156_1,63,2562,2.1,85.49,0,1,2500
157,157_1,0,331,0.0,11.04,0,1,332
157,157_2,332,346,11.08,11.54,1,1,15
157,157_3,347,1850,11.58,61.73,0,1,1504
157,157_4,1851,1864,61.76,62.2,1,1,14
157,157_5,1865,1938,62.23,64.66,0,1,74
157,157_6,1967,3116,65.63,103.97,1,1,1150
158,158_1,0,6615,0.0,132.3,0,1,6616
160,160_1,0,449,0.0,14.97,0,2,450
160,160_2,450,465,15.0,15.5,1,2,16
160,160_3,466,552,15.53,18.4,0,2,87
160,160_4,553,570,18.43,19.0,1,2,18
160,160_5,571,593,19.03,19.77,0,2,23
160,160_6,594,616,19.8,20.53,1,2,23
160,160_7,617,817,20.57,27.23,0,2,201
160,160_8,818,828,27.27,27.6,1,2,11
160,160_9,829,927,27.63,30.9,0,2,99
160,160_10,928,1035,30.93,34.5,1,2,108
160,160_11,1036,1271,34.53,42.37,0,2,236
160,160_12,1272,1293,42.4,43.1,1,2,22
160,160_13,1294,1334,43.13,44.47,0,2,41
160,160_14,1335,1397,44.5,46.57,1,2,63
160,160_15,1398,1716,46.6,57.2,0,2,319
160,160_16,1717,1807,57.23,60.23,1,2,91
160,160_17,1808,2419,60.27,80.63,0,2,612
160,160_18,2420,2433,80.67,81.1,1,2,14
160,160_19,2434,2450,81.13,81.67,0,2,17
160,160_20,2451,2506,81.7,83.53,1,2,56
160,160_21,2507,3298,83.57,109.93,0,2,792
161,161_1,0,191,0.0,7.64,0,5,192
161,161_2,192,223,7.68,8.92,1,5,32
161,161_3,224,277,8.96,11.08,0,5,54
161,161_4,278,553,11.12,22.12,1,5,276
161,161_5,554,2212,22.16,88.48,0,5,1659
163,163_1,0,13,0.0,0.43,0,1,14
163,163_2,14,546,0.47,18.22,1,4,533
163,163_3,547,1151,18.25,38.41,0,1,605
163,163_4,1152,1389,38.44,46.35,1,2,238
163,163_5,1390,1449,46.38,48.35,0,2,60
163,163_6,1450,1575,48.38,52.55,1,2,126
163,163_7,1576,2081,52.59,69.44,0,1,506
163,163_8,2082,2339,69.47,78.04,1,2,258
163,163_9,2342,3174,78.14,105.91,0,1,833
163,163_10,3175,3349,105.94,111.74,1,2,175
164,164_1,0,1708,0.0,56.99,0,1,1709
164,164_2,2226,2412,74.27,80.48,0,0,187
164,164_3,2413,3097,80.51,103.34,0,1,685
165,165_1,90,191,3.0,6.37,0,5,102
165,165_2,196,349,6.54,11.64,1,5,154
165,165_3,353,497,11.78,16.58,0,5,145
165,165_4,504,695,16.82,23.19,0,1,192
165,165_5,702,1525,23.42,50.88,0,5,824
165,165_6,1530,2188,51.05,73.01,0,1,659
165,165_7,2194,2424,73.21,80.88,0,5,231
167,167_1,0,330,0.0,11.0,1,2,331
167,167_2,353,600,11.77,20.0,1,2,248
167,167_3,601,2150,20.03,71.67,0,2,1550
167,167_4,2151,2270,71.7,75.67,1,5,120
168,168_1,0,3094,0.0,103.13,0,2,3095
169,169_1,0,304,0.0,10.14,0,1,305
169,169_2,305,402,10.18,13.41,0,2,98
169,169_3,403,508,13.45,16.95,1,2,106
169,169_4,514,566,17.15,18.89,0,2,53
169,169_5,567,718,18.92,23.96,1,2,152
169,169_6,719,772,23.99,25.76,0,2,54
169,169_7,773,1114,25.79,37.17,1,2,342
169,169_8,1115,1245,37.2,41.54,0,1,131
169,169_9,1427,1629,47.61,54.35,0,1,203
169,169_10,1630,1842,54.39,61.46,1,2,213
169,169_11,1847,2262,61.63,75.48,0,1,416
169,169_12,2263,2321,75.51,77.44,1,2,59
169,169_13,2322,2361,77.48,78.78,0,2,40
169,169_14,2362,2396,78.81,79.95,1,2,35
169,169_15,2397,2565,79.98,85.59,0,1,169
169,169_16,2566,2577,85.62,85.99,1,2,12
169,169_17,2578,2622,86.02,87.49,0,2,45
169,169_18,2623,2669,87.52,89.06,1,2,47
169,169_19,2670,2743,89.09,91.52,0,1,74
169,169_20,2744,2826,91.56,94.29,1,2,83
169,169_21,2827,3030,94.33,101.1,0,2,204
169,169_22,3036,3351,101.3,111.81,0,1,316
169,169_23,3352,3507,111.85,117.02,0,2,156
169,169_24,3508,3588,117.05,119.72,0,1,81
169,169_25,3589,3642,119.75,121.52,1,2,54
169,169_26,3643,3757,121.55,125.36,0,1,115
169,169_27,3758,3866,125.39,129.0,1,1,109
169,169_28,3867,3991,129.03,133.17,1,2,125
169,169_29,3992,4063,133.2,135.57,0,1,72
169,169_30,4064,4130,135.6,137.8,1,2,67
169,169_31,4131,4185,137.84,139.64,0,1,55
169,169_32,4186,4224,139.67,140.94,1,1,39
169,169_33,4225,4227,140.97,141.04,0,1,3
169,169_34,4228,4283,141.07,142.91,1,1,56
169,169_35,4284,4287,142.94,143.04,0,2,4
169,169_36,4288,4380,143.08,146.15,1,2,93
169,169_37,4381,4497,146.18,150.05,0,1,117
169,169_38,4498,5194,150.08,173.31,1,1,697
170,170_1,0,334,0.0,11.13,0,1,335
170,170_2,350,1636,11.67,54.53,0,1,1287
170,170_3,1649,1795,54.97,59.83,0,1,147
171,171_1,0,650,0.0,21.69,1,2,651
171,171_2,651,751,21.72,25.06,0,2,101
171,171_3,752,1242,25.09,41.44,1,2,491
171,171_4,1300,1400,43.38,46.71,0,2,101
171,171_5,1401,1901,46.75,63.43,1,2,501
171,171_6,1902,2171,63.46,72.44,0,2,270
171,171_7,2390,2669,79.75,89.06,0,2,280
171,171_8,2712,2867,90.49,95.66,0,2,156
171,171_9,2883,3529,96.2,117.75,0,2,647
172,172_1,10,527,0.33,17.58,0,1,518
172,172_2,528,630,17.62,21.02,0,0,103
172,172_3,631,1045,21.05,34.87,0,1,415
172,172_4,1046,1104,34.9,36.84,1,0,59
172,172_5,1105,1117,36.87,37.27,0,0,13
172,172_6,1118,1578,37.3,52.65,1,0,461
172,172_7,1594,1702,53.19,56.79,0,1,109
172,172_8,1703,1843,56.82,61.49,0,0,141
172,172_9,1849,1879,61.69,62.7,1,0,31
172,172_10,1887,2067,62.96,68.97,0,0,181
172,172_11,2068,3014,69.0,100.57,0,1,947
172,172_12,3081,3320,102.8,110.78,0,1,240
173,173_1,6,50,0.2,1.67,0,6,45
173,173_2,115,2189,3.83,72.97,0,6,2075
173,173_3,2190,2651,73.0,88.37,1,6,462
173,173_4,4573,4680,152.43,156.0,0,6,108
173,173_5,4899,5034,163.3,167.8,0,6,136
174,174_1,0,7,0.0,0.23,0,6,8
174,174_2,8,35,0.27,1.17,1,6,28
174,174_3,36,123,1.2,4.1,0,6,88
174,174_4,124,165,4.14,5.51,1,6,42
174,174_5,222,229,7.41,7.64,0,0,8
174,174_6,236,603,7.87,20.12,0,1,368
174,174_7,628,1124,20.95,37.5,0,1,497
174,174_8,1125,2216,37.54,73.94,0,6,1092
174,174_9,2217,2260,73.97,75.41,1,6,44
174,174_10,2447,2513,81.65,83.85,0,0,67
174,174_11,2514,2837,83.88,94.66,1,0,324
174,174_12,2838,3355,94.69,111.95,0,0,518
174,174_13,3356,3783,111.98,126.23,0,1,428
174,174_14,3784,4147,126.26,138.37,0,0,364
174,174_15,4148,5156,138.4,172.04,0,1,1009
175,175_1,0,3191,0.0,127.64,0,3,3192
175,175_2,3192,3224,127.68,128.96,1,3,33
175,175_3,3225,3526,129.0,141.04,0,3,302
175,175_4,3527,3544,141.08,141.76,1,3,18
175,175_5,3545,4361,141.8,174.44,0,3,817
176,176_1,0,986,0.0,32.87,0,3,987
176,176_2,987,1079,32.9,35.97,1,3,93
176,176_3,1080,2015,36.0,67.17,0,3,936
177,177_1,0,557,0.0,9.29,0,6,558
177,177_2,558,761,9.31,12.7,1,6,204
177,177_3,762,922,12.71,15.38,0,6,161
177,177_4,923,1213,15.4,20.24,1,6,291
177,177_5,1228,1399,20.49,23.34,0,6,172
177,177_6,1400,1521,23.36,25.38,1,6,122
177,177_7,1522,1735,25.39,28.95,0,1,214
177,177_8,1736,1990,28.96,33.2,0,2,255
177,177_9,1991,2181,33.22,36.39,0,1,191
177,177_10,2190,2366,36.54,39.47,0,2,177
177,177_11,2370,2370,39.54,39.54,0,5,1
177,177_12,2375,3173,39.62,52.94,0,6,799
177,177_13,3188,3413,53.19,56.94,1,6,226
177,177_14,3414,3572,56.96,59.59,0,2,159
178,178_1,49,382,1.63,12.73,0,1,334
178,178_2,799,1369,26.63,45.63,0,1,571
178,178_3,1370,1582,45.67,52.73,0,6,213
178,178_4,1583,1869,52.77,62.3,1,6,287
178,178_5,1879,2545,62.63,84.83,0,6,667
178,178_6,2546,2897,84.87,96.57,0,1,352
178,178_7,2898,2939,96.6,97.97,1,1,42
178,178_8,2950,3624,98.33,120.8,0,1,675
179,179_1,0,1790,0.0,59.73,0,2,1791
180,180_1,0,7,0.0,0.23,0,1,8
180,180_2,8,412,0.27,13.75,1,4,405
180,180_3,413,532,13.78,17.75,0,4,120
180,180_4,587,1139,19.59,38.0,0,1,553
180,180_5,1140,1362,38.04,45.45,1,2,223
180,180_6,1363,1538,45.48,51.32,0,1,176
180,180_7,1539,1699,51.35,56.69,0,2,161
180,180_8,1700,1975,56.72,65.9,1,2,276
180,180_9,1976,2192,65.93,73.14,0,1,217
180,180_10,2193,2434,73.17,81.21,1,2,242
180,180_11,2435,2505,81.25,83.58,0,2,71
180,180_12,2506,3055,83.62,101.94,0,1,550
180,180_13,3056,3226,101.97,107.64,1,2,171
180,180_14,3227,3492,107.67,116.52,0,2,266
180,180_15,3493,4151,116.55,138.51,0,1,659
181,181_1,0,462,0.0,15.42,0,1,463
181,181_2,468,538,15.62,17.95,0,6,71
181,181_3,543,592,18.12,19.75,0,1,50
181,181_4,593,866,19.79,28.9,1,6,274
181,181_5,867,1040,28.93,34.7,0,6,174
181,181_6,1041,1260,34.73,42.04,0,1,220
181,181_7,1268,1683,42.31,56.16,0,6,416
181,181_8,1684,1723,56.19,57.49,1,6,40
181,181_9,1724,1842,57.52,61.46,0,1,119
181,181_10,1843,1924,61.49,64.2,0,6,82
181,181_11,1925,1952,64.23,65.13,0,1,28
181,181_12,3025,3777,100.93,126.03,0,1,753
182,182_1,0,474,0.0,15.82,0,1,475
182,182_2,475,1804,15.85,60.19,1,2,1330
183,183_1,0,190,0.0,6.34,0,2,191
183,183_2,194,337,6.47,11.24,0,1,144
183,183_3,345,414,11.51,13.81,0,2,70
183,183_4,418,575,13.95,19.19,0,1,158
183,183_5,582,1020,19.42,34.03,0,2,439
183,183_6,1027,1164,34.27,38.84,0,1,138
183,183_7,1170,1437,39.04,47.95,0,2,268
183,183_8,1444,1578,48.18,52.65,0,1,135
183,183_9,1585,1724,52.89,57.52,0,2,140
183,183_10,1734,1890,57.86,63.06,0,1,157
183,183_11,1899,2192,63.36,73.14,0,2,294
183,183_12,2202,2400,73.47,80.08,0,1,199
183,183_13,2409,2602,80.38,86.82,0,2,194
183,183_14,2611,3029,87.12,101.07,0,1,419
184,184_1,0,59,0.0,1.97,0,4,60
184,184_2,60,84,2.0,2.8,1,4,25
184,184_3,85,89,2.84,2.97,0,1,5
184,184_4,90,314,3.0,10.48,0,4,225
184,184_5,315,1241,10.51,41.41,0,1,927
184,184_6,1242,1350,41.44,45.05,0,0,109
184,184_7,1351,1427,45.08,47.61,1,0,77
184,184_8,1440,2347,48.05,78.31,0,1,908
184,184_9,2348,2567,78.34,85.65,0,0,220
184,184_10,2568,2676,85.69,89.29,1,0,109
184,184_11,2677,2743,89.32,91.52,0,0,67
184,184_12,2744,3061,91.56,102.14,0,1,318
184,184_13,3062,3173,102.17,105.87,0,0,112
184,184_14,3174,3225,105.91,107.61,1,0,52
184,184_15,3226,3554,107.64,118.59,0,1,329
185,185_1,0,2247,0.0,74.9,0,0,2248
186,186_1,0,32,0.0,1.07,0,0,33
186,186_2,33,78,1.1,2.6,1,0,46
186,186_3,79,199,2.64,6.64,0,0,121
186,186_4,200,951,6.67,31.73,0,1,752
186,186_5,971,1224,32.4,40.84,0,0,254
186,186_6,1231,1296,41.07,43.24,0,1,66
186,186_7,1297,1545,43.28,51.55,0,0,249
186,186_8,1546,1658,51.58,55.32,0,1,113
186,186_9,1659,1673,55.36,55.82,0,0,15
186,186_10,1674,1762,55.86,58.79,1,0,89
186,186_11,1763,1854,58.83,61.86,0,0,92
186,186_12,1855,2615,61.9,87.25,0,1,761
186,186_13,2616,2688,87.29,89.69,1,0,73
186,186_14,2689,2750,89.72,91.76,0,0,62
186,186_15,2759,3681,92.06,122.82,0,1,923
187,187_1,0,1025,0.0,34.2,0,4,1026
187,187_2,1026,1164,34.23,38.84,1,4,139
187,187_3,1165,1220,38.87,40.71,0,4,56
187,187_4,1234,1282,41.17,42.78,1,4,49
187,187_5,1335,1347,44.54,44.94,1,4,13
187,187_6,1348,1358,44.98,45.31,0,4,11
187,187_7,1749,1851,58.36,61.76,1,4,103
187,187_8,1925,2053,64.23,68.5,0,4,129
187,187_9,2097,2312,69.97,77.14,0,4,216
187,187_10,2358,2642,78.68,88.15,0,4,285
188,188_1,0,269,0.0,8.98,0,1,270
188,188_2,270,1087,9.01,36.27,0,0,818
188,188_3,1088,1180,36.3,39.37,0,1,93
188,188_4,1181,1417,39.41,47.28,0,0,237
188,188_5,1418,1800,47.31,60.06,0,1,383
188,188_6,1801,1914,60.09,63.86,0,0,114
188,188_7,1915,2014,63.9,67.2,0,1,100
188,188_8,2015,2323,67.23,77.51,0,0,309
188,188_9,2324,2498,77.54,83.35,0,1,175
189,189_1,0,2052,0.0,82.08,0,1,2053
190,190_1,0,250,0.0,8.34,0,4,251
190,190_2,260,493,8.68,16.45,1,4,234
190,190_3,503,639,16.78,21.32,1,2,137
190,190_4,649,855,21.65,28.53,0,1,207
190,190_5,864,1114,28.83,37.17,0,4,251
190,190_6,1115,1387,37.2,46.28,0,1,273
190,190_7,1388,1687,46.31,56.29,1,2,300
190,190_8,1688,2254,56.32,75.21,0,1,567
190,190_9,2255,2474,75.24,82.55,0,2,220
190,190_10,2475,2608,82.58,87.02,1,2,134
190,190_11,2609,2732,87.05,91.16,0,1,124
190,190_12,2733,2868,91.19,95.7,1,2,136
190,190_13,2869,3604,95.73,120.25,0,1,736
191,191_1,0,78,0.0,3.12,0,1,79
191,191_2,79,520,3.16,20.8,1,1,442
191,191_3,521,521,20.84,20.84,0,1,1
191,191_4,522,880,20.88,35.2,1,1,359
191,191_5,881,992,35.24,39.68,0,1,112
191,191_6,993,1066,39.72,42.64,1,1,74
191,191_7,1067,1302,42.68,52.08,0,2,236
191,191_8,1303,1487,52.12,59.48,1,2,185
191,191_9,1488,2229,59.52,89.16,1,1,742
191,191_10,2230,2358,89.2,94.32,0,1,129
192,192_1,0,2028,0.0,81.12,0,1,2029
192,192_2,2049,2104,81.96,84.16,0,1,56
193,193_1,54,216,1.8,7.21,1,4,163
193,193_2,217,525,7.24,17.52,0,1,309
193,193_3,602,2175,20.09,72.57,0,2,1574
193,193_4,2176,2472,72.61,82.48,1,2,297
193,193_5,2473,2517,82.52,83.98,0,2,45
193,193_6,2518,2813,84.02,93.86,1,2,296
193,193_7,3354,3658,111.91,122.06,0,2,305
193,193_8,3659,4383,122.09,146.25,0,1,725
193,193_9,4384,4408,146.28,147.08,0,2,25
193,193_10,4409,4442,147.11,148.21,1,2,34
193,193_11,4443,4516,148.25,150.68,0,2,74
193,193_12,4543,5325,151.58,177.68,0,1,783
194,194_1,0,286,0.0,9.54,1,0,287
194,194_2,287,451,9.58,15.05,0,1,165
194,194_3,452,1439,15.08,48.01,1,0,988
194,194_4,1440,1478,48.05,49.32,0,0,39
194,194_5,1479,1546,49.35,51.58,1,0,68
194,194_6,1547,1985,51.62,66.23,0,1,439
194,194_7,1986,2100,66.27,70.07,1,0,115
194,194_8,2101,2322,70.1,77.48,0,1,222
194,194_9,2323,2473,77.51,82.52,1,0,151
194,194_10,2474,2830,82.55,94.43,0,1,357
194,194_11,2831,2946,94.46,98.3,1,0,116
194,194_12,2947,2994,98.33,99.9,0,0,48
194,194_13,2995,3111,99.93,103.8,1,0,117
194,194_14,3112,3140,103.84,104.77,0,0,29
194,194_15,3141,3389,104.8,113.08,0,1,249
194,194_16,3390,3486,113.11,116.32,1,0,97
195,195_1,0,139,0.0,4.64,0,1,140
195,195_2,140,158,4.67,5.27,1,1,19
195,195_3,159,418,5.31,13.95,0,1,260
195,195_4,419,481,13.98,16.05,1,1,63
195,195_5,482,1824,16.08,60.86,0,1,1343
196,196_1,679,1146,22.66,38.24,0,2,468
196,196_2,1147,1333,38.27,44.48,1,1,187
196,196_3,1334,1979,44.51,66.03,0,1,646
197,197_1,0,1264,0.0,84.27,0,1,1265
197,197_2,1326,1801,88.4,120.07,0,1,476
198,198_1,0,853,0.0,28.46,0,0,854
198,198_2,861,1621,28.73,54.09,0,1,761
198,198_3,1711,1981,57.09,66.1,0,1,271
199,199_1,12,531,0.4,17.72,0,1,520
199,199_2,561,3642,18.72,121.52,0,1,3082
200,200_1,481,2561,16.05,85.45,0,1,2081
201,201_1,56,253,1.87,8.44,0,1,198
201,201_2,453,3202,15.12,106.84,0,1,2750
202,202_1,0,446,0.0,14.88,0,1,447
202,202_2,471,4325,15.72,144.31,0,1,3855
203,203_1,0,4865,0.0,162.33,0,1,4866
204,204_1,40,4626,1.33,154.35,0,1,4587
205,205_1,5,271,0.17,9.04,0,1,267
205,205_2,272,466,9.08,15.55,1,0,195
205,205_3,476,561,15.88,18.72,1,0,86
205,205_4,658,806,21.96,26.89,0,1,149
205,205_5,830,1669,27.69,55.69,0,1,840
205,205_6,1670,1786,55.72,59.59,1,4,117
205,205_7,1787,1876,59.63,62.6,0,4,90
205,205_8,1877,2010,62.63,67.07,1,4,134
205,205_9,2011,2079,67.1,69.37,0,4,69
205,205_10,2080,2238,69.4,74.67,1,4,159
205,205_11,2239,2287,74.71,76.31,0,4,49
205,205_12,2288,2440,76.34,81.41,1,4,153
205,205_13,2441,2498,81.45,83.35,0,4,58
205,205_14,2499,2650,83.38,88.42,1,4,152
205,205_15,2651,2706,88.45,90.29,0,4,56
205,205_16,2707,2847,90.32,94.99,1,4,141
205,205_17,2848,2922,95.03,97.5,0,4,75
205,205_18,2923,3074,97.53,102.57,1,4,152
205,205_19,3075,3124,102.6,104.24,0,4,50
205,205_20,3125,3272,104.27,109.18,1,4,148
205,205_21,3273,3346,109.21,111.64,0,4,74
205,205_22,3347,3484,111.68,116.25,1,4,138
205,205_23,3485,3505,116.28,116.95,0,4,21
205,205_24,3513,3925,117.22,130.96,0,1,413
206,206_1,101,2931,3.37,97.8,0,1,2831
206,206_2,2932,3064,97.83,102.24,0,0,133
206,206_3,3065,4680,102.27,156.16,0,1,1616
207,207_1,0,1754,0.0,58.53,0,1,1755
207,207_2,1755,2135,58.56,71.24,1,1,381
207,207_3,2136,2383,71.27,79.51,0,1,248
207,207_4,2384,2766,79.55,92.29,1,1,383
207,207_5,2767,3470,92.33,115.78,0,1,704
208,208_1,0,132,0.0,4.4,0,0,133
208,208_2,139,238,4.63,7.93,0,1,100
208,208_3,247,433,8.23,14.43,0,0,187
208,208_4,439,1012,14.63,33.73,0,1,574
208,208_5,1018,1455,33.93,48.5,1,0,438
208,208_6,1456,2189,48.53,72.97,0,1,734
208,208_7,2190,2283,73.0,76.1,0,0,94
208,208_8,2284,2492,76.13,83.07,0,1,209
208,208_9,2503,2571,83.43,85.7,0,0,69
208,208_10,2572,2678,85.73,89.27,0,1,107
208,208_11,2679,2785,89.3,92.83,0,0,107
208,208_12,2790,3138,93.0,104.6,0,1,349
209,209_1,0,3341,0.0,111.37,0,1,3342
209,209_2,3350,3744,111.67,124.8,0,1,395
210,210_1,0,608,0.0,20.29,0,1,609
210,210_2,683,3489,22.79,116.42,0,1,2807
210,210_3,3561,3608,118.82,120.39,0,1,48
211,211_1,0,3523,0.0,117.55,0,1,3524
211,211_2,3524,3813,117.58,127.23,0,0,290
211,211_3,3814,5292,127.26,176.58,0,1,1479
212,212_1,57,400,1.9,13.35,0,1,344
212,212_2,401,490,13.38,16.35,0,0,90
212,212_3,491,823,16.38,27.46,0,1,333
212,212_4,1181,1708,39.41,56.99,0,1,528
212,212_5,1709,1951,57.02,65.1,0,0,243
212,212_6,1952,4585,65.13,152.99,0,1,2634
212,212_7,4642,4885,154.89,163.0,0,1,244
213,213_1,0,1268,0.0,42.31,1,2,1269
213,213_2,1269,1344,42.34,44.84,0,2,76
213,213_3,1345,1512,44.88,50.45,1,2,168
213,213_4,1513,1621,50.48,54.09,0,2,109
213,213_5,1622,1811,54.12,60.43,1,2,190
214,214_1,0,1170,0.0,39.0,1,2,1171
214,214_2,1171,1454,39.03,48.47,0,5,284
214,214_3,1455,3719,48.5,123.97,1,2,2265
215,215_1,0,400,0.0,13.35,1,4,401
215,215_2,401,635,13.38,21.19,1,2,235
215,215_3,636,1343,21.22,44.81,0,2,708
215,215_4,1344,2301,44.84,76.78,1,2,958
215,215_5,2306,2534,76.94,84.55,0,1,229
215,215_6,2539,2893,84.72,96.53,1,2,355
215,215_7,2896,3337,96.63,111.34,0,1,442
215,215_8,3346,3497,111.65,116.68,1,2,152
216,216_1,0,827,0.0,27.57,0,2,828
216,216_2,828,955,27.6,31.83,1,2,128
216,216_3,1041,2523,34.7,84.1,1,2,1483
216,216_4,2524,2740,84.13,91.33,0,2,217
217,217_1,0,2703,0.0,90.1,0,2,2704
217,217_2,2704,3138,90.13,104.6,1,2,435
218,218_1,0,645,0.0,21.5,0,1,646
218,218_2,646,787,21.53,26.23,1,1,142
218,218_3,788,928,26.27,30.93,0,1,141
218,218_4,929,1060,30.97,35.33,1,1,132
218,218_5,1061,1787,35.37,59.57,0,1,727
219,219_1,0,300,0.0,10.08,0,2,301
219,219_2,327,649,10.99,21.81,0,4,323
219,219_3,681,1153,22.88,38.74,0,1,473
219,219_4,1154,1373,38.77,46.13,1,2,220
219,219_5,1374,2063,46.16,69.31,0,1,690
219,219_6,2064,2435,69.35,81.81,0,2,372
219,219_7,2441,2859,82.01,96.06,0,1,419
219,219_8,2860,2968,96.09,99.72,0,2,109
219,219_9,3166,3457,106.37,116.15,0,1,292
219,219_10,3458,3669,116.18,123.27,0,4,212
219,219_11,3701,4166,124.35,139.97,0,1,466
220,220_1,0,1789,0.0,59.69,0,2,1790
221,221_1,0,720,0.0,12.01,1,0,721
221,221_2,721,907,12.03,15.13,0,1,187
221,221_3,938,1639,15.65,27.34,0,1,702
221,221_4,1663,1979,27.74,33.02,0,0,317
221,221_5,1980,2434,33.03,40.61,1,0,455
221,221_6,2435,2769,40.62,46.2,0,0,335
221,221_7,2783,3175,46.43,52.97,0,1,393
221,221_8,3176,3801,52.99,63.41,0,0,626
221,221_9,3802,4185,63.43,69.82,1,0,384
221,221_10,4186,4405,69.84,73.49,1,1,220
221,221_11,4406,4464,73.51,74.47,0,0,59
221,221_12,4465,4559,74.49,76.06,1,0,95
221,221_13,4560,5200,76.08,86.75,0,0,641
221,221_14,5201,5334,86.77,88.99,0,1,134
221,221_15,5335,5562,89.01,92.79,1,0,228
221,221_16,5563,7183,92.81,119.84,0,1,1621
222,222_1,0,37,0.0,1.23,0,0,38
222,222_2,38,171,1.27,5.71,1,0,134
222,222_3,177,292,5.91,9.74,0,1,116
222,222_4,298,468,9.94,15.62,1,0,171
222,222_5,469,664,15.65,22.16,0,1,196
222,222_6,665,681,22.19,22.72,0,0,17
222,222_7,682,894,22.76,29.83,1,0,213
222,222_8,900,1214,30.03,40.51,0,1,315
222,222_9,1219,1731,40.67,57.76,0,0,513
222,222_10,1739,1845,58.02,61.56,0,1,107
222,222_11,1850,1957,61.73,65.3,0,0,108
222,222_12,1963,2038,65.5,68.0,0,1,76
222,222_13,2043,2586,68.17,86.29,1,0,544
222,222_14,2587,2681,86.32,89.46,0,1,95
222,222_15,2910,3038,97.1,101.37,0,1,129
222,222_16,3043,3083,101.53,102.87,1,0,41
223,223_1,0,10,0.0,0.4,0,2,11
223,223_2,11,20,0.44,0.8,1,2,10
223,223_3,21,30,0.84,1.2,0,2,10
223,223_4,31,45,1.24,1.8,1,2,15
223,223_5,46,76,1.84,3.04,0,2,31
223,223_6,77,98,3.08,3.92,1,2,22
223,223_7,99,112,3.96,4.48,0,2,14
223,223_8,113,989,4.52,39.56,1,2,877
223,223_9,990,1498,39.6,59.92,0,2,509
224,224_1,0,461,0.0,15.38,0,4,462
224,224_2,475,784,15.85,26.16,0,6,310
224,224_3,785,1313,26.19,43.81,1,6,529
224,224_4,1632,2128,54.45,71.0,0,0,497
224,224_5,2134,2986,71.2,99.63,0,6,853
224,224_6,2996,4439,99.97,148.11,0,1,1444
224,224_7,4447,4682,148.38,156.22,0,6,236
224,224_8,4683,4847,156.26,161.73,0,1,165
225,225_1,120,850,4.0,28.36,0,6,731
225,225_2,851,1435,28.39,47.88,1,2,585
225,225_3,1436,1898,47.91,63.33,1,4,463
225,225_4,1899,2166,63.36,72.27,1,6,268
226,226_1,45,107,1.5,3.57,0,4,63
226,226_2,108,180,3.6,6.01,1,4,73
226,226_3,186,193,6.21,6.44,1,6,8
226,226_4,194,380,6.47,12.68,0,6,187
226,226_5,381,400,12.71,13.35,1,6,20
226,226_6,428,1160,14.28,38.71,0,6,733
226,226_7,1161,2043,38.74,68.17,1,6,883
226,226_8,2048,2270,68.33,75.74,0,6,223
226,226_9,2271,2400,75.78,80.08,1,6,130
226,226_10,2406,2497,80.28,83.32,0,4,92
226,226_11,2498,2585,83.35,86.25,1,4,88
226,226_12,2586,2665,86.29,88.92,0,4,80
226,226_13,2666,2817,88.96,93.99,0,1,152
227,227_1,0,13,0.0,0.43,0,3,14
227,227_2,14,70,0.47,2.34,1,3,57
227,227_3,71,425,2.37,14.18,0,3,355
227,227_4,426,479,14.21,15.98,1,3,54
227,227_5,480,681,16.02,22.72,0,3,202
227,227_6,682,742,22.76,24.76,1,3,61
227,227_7,743,774,24.79,25.83,0,3,32
227,227_8,775,956,25.86,31.9,0,1,182
227,227_9,960,1015,32.03,33.87,0,3,56
227,227_10,1016,1058,33.9,35.3,1,3,43
227,227_11,1059,1066,35.34,35.57,0,3,8
227,227_12,1067,2210,35.6,73.74,0,1,1144
227,227_13,2211,2319,73.77,77.38,0,3,109
227,227_14,2320,2366,77.41,78.94,1,3,47
227,227_15,2367,2388,78.98,79.68,0,3,22
227,227_16,2398,3529,80.01,117.75,0,1,1132
227,227_17,3535,3642,117.95,121.52,0,3,108
227,227_18,3643,3695,121.55,123.29,1,3,53
227,227_19,3696,3808,123.32,127.06,0,3,113
227,227_20,3809,4079,127.09,136.1,0,1,271
228,228_1,0,676,0.0,11.27,0,6,677
228,228_2,677,2631,11.28,43.85,1,6,1955
228,228_3,2632,4920,43.87,82.0,0,6,2289
228,228_4,4921,8962,82.02,149.37,1,6,4042
228,228_5,8963,9957,149.38,165.95,0,6,995
229,229_1,0,249,0.0,8.31,1,4,250
229,229_2,250,264,8.34,8.81,0,4,15
229,229_3,265,1119,8.84,37.34,0,1,855
229,229_4,1120,1330,37.37,44.38,0,2,211
229,229_5,1331,1478,44.41,49.32,0,1,148
229,229_6,1851,2030,61.76,67.73,0,1,180
