Video ID,Filename,Start frame,End frame,Start time(s),End time(s),,Violence Type (Video),Video Type,Violence Type (Text),Manual Text,Memo,Violence(Sound) Type1,Sound type1,start frame1,end frame1,Violence(Sound) Type2,Sound type2,start frame2,end frame2,Violence(Sound) Type3,Sound type3,start frame3,end frame3,Violence(Sound) Type4,Sound type4,start frame4,end frame4,Violence(Sound) Type5,Sound type5,start frame5,end frame5,Violence(Sound) Type6,Sound type6,start frame6,end frame6,Violence(Sound) Type7,Sound type7,start frame7,end frame7,Violence(Sound) Type8,Sound type8,start frame8,end frame8,Violence(Sound) Type9,Sound type9,start frame9,end frame9,Violence(Sound) Type10,Sound type10,start frame10,end frame10,Violence(Sound) Type11,Sound type11,start frame11,end frame11
25,25_LEAKED CCTV Footage Shows Tory Lanez?€? SAVAGE Prison Attack; NEW Video Shows Rapper Fighting Back.mp4,2317,2348,92.68,93.92,1.24,Non-violent,News,Violent,ATTACKER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25_LEAKED CCTV Footage Shows Tory Lanez?€? SAVAGE Prison Attack; NEW Video Shows Rapper Fighting Back.mp4,2349,2355,93.96,94.2,0.24,Non-violent,News,Violent,"ATTACKER, WEAPON",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25_LEAKED CCTV Footage Shows Tory Lanez?€? SAVAGE Prison Attack; NEW Video Shows Rapper Fighting Back.mp4,2356,2480,94.24,99.2,4.96,Non-violent,News,Violent,"ATTACKER, WEAPON, STRUCK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25_LEAKED CCTV Footage Shows Tory Lanez?€? SAVAGE Prison Attack; NEW Video Shows Rapper Fighting Back.mp4,2481,2690,99.24,107.6,8.36,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25_LEAKED CCTV Footage Shows Tory Lanez?€? SAVAGE Prison Attack; NEW Video Shows Rapper Fighting Back.mp4,2691,2846,107.64,113.84,6.2,Non-violent,News,Violent,ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25_LEAKED CCTV Footage Shows Tory Lanez?€? SAVAGE Prison Attack; NEW Video Shows Rapper Fighting Back.mp4,2847,2926,113.88,117.04,3.16,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25_LEAKED CCTV Footage Shows Tory Lanez?€? SAVAGE Prison Attack; NEW Video Shows Rapper Fighting Back.mp4,2927,3633,117.08,145.32,28.24,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25_LEAKED CCTV Footage Shows Tory Lanez?€? SAVAGE Prison Attack; NEW Video Shows Rapper Fighting Back.mp4,3634,3907,145.36,156.28,10.92,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25_LEAKED CCTV Footage Shows Tory Lanez?€? SAVAGE Prison Attack; NEW Video Shows Rapper Fighting Back.mp4,3908,4244,156.32,169.76,13.44,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25_LEAKED CCTV Footage Shows Tory Lanez?€? SAVAGE Prison Attack; NEW Video Shows Rapper Fighting Back.mp4,4245,4253,169.8,170.12,0.32,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25_LEAKED CCTV Footage Shows Tory Lanez?€? SAVAGE Prison Attack; NEW Video Shows Rapper Fighting Back.mp4,4254,4491,170.16,179.64,9.48,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,0,124,0,4.96,4.96,NONE,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,125,137,5,5.48,0.48,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,138,265,5.52,10.6,5.08,Non-violent,CCTV,Violent,slashed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,266,304,10.64,12.16,1.52,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,305,366,12.2,14.64,2.44,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,367,403,14.68,16.12,1.44,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,404,529,16.16,21.16,5,Non-violent,CCTV,Violent,die,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,530,861,21.2,34.44,13.24,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,862,1157,34.48,46.28,11.8,Non-violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,1158,1341,46.32,53.64,7.32,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,1342,1355,53.68,54.2,0.52,Non-violent,CCTV,Violent,knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,1356,1446,54.24,57.84,3.6,Violent,CCTV,Violent,knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,1447,1471,57.88,58.84,0.96,Non-violent,CCTV,Violent,knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,1472,1473,58.88,58.92,0.04,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_'Brutal' CCTV shows man's throat slashed at pub before international manhunt.mp4,1474,1549,58.96,61.96,3,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27_Treadmill Abuse Murder Trial Video of Defendant & Victim at Gym.mp4,0,10832,0,361.43,361.43,NONE,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_Teen girls captured on video in nasty parking lot brawl.mp4,0,420,0,14.01,14.01,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_Teen girls captured on video in nasty parking lot brawl.mp4,421,519,14.05,17.32,3.27,Violent,Self-filmed,,,,,Screaming,421,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_Teen girls captured on video in nasty parking lot brawl.mp4,520,590,17.35,19.69,2.34,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_Teen girls captured on video in nasty parking lot brawl.mp4,591,597,19.72,19.92,0.2,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_Teen girls captured on video in nasty parking lot brawl.mp4,598,731,19.95,24.39,4.44,Non-violent,News,,,,,Screaming,599,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_Teen girls captured on video in nasty parking lot brawl.mp4,732,1138,24.42,37.97,13.55,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_Teen girls captured on video in nasty parking lot brawl.mp4,1139,1275,38,42.54,4.54,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_Teen girls captured on video in nasty parking lot brawl.mp4,1276,1628,42.58,54.32,11.74,Non-violent,Self-filmed,,,,,Screaming,1288,1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100_Teen girls captured on video in nasty parking lot brawl.mp4,1629,3043,54.35,101.53,47.18,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,0,118,0,1.97,1.97,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,119,800,1.99,13.35,11.36,Violent,Self-filmed,Violent,Public Outrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,801,823,13.36,13.73,0.37,NONE,Transition,Violent,Public Outrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,824,1494,13.75,24.92,11.17,Violent,Combination,,,News+Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,1495,2309,24.94,38.52,13.58,Non-violent,News,Violent,"Outrage, Fight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,2310,2315,38.54,38.62,0.08,Non-violent,News,Violent,"Outrage, Fight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,2316,2323,38.64,38.76,0.12,NONE,News,Violent,Fight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,2324,2381,38.77,39.72,0.95,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,2382,2746,39.74,45.81,6.07,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,2747,3021,45.83,50.4,4.57,Non-violent,News,Violent,Public Outrage Over Parking Lot Fight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,3022,3295,50.42,54.97,4.55,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,3296,3795,54.99,63.31,8.32,Violent,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,3796,3818,63.31,63.7,0.39,Non-violent,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,3819,4593,63.71,76.63,12.92,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,4594,4799,76.64,80.06,3.42,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,4800,5026,80.08,83.85,3.77,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,5027,5838,83.87,97.4,13.53,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,5839,6253,97.41,104.32,6.91,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,6254,8593,104.34,143.36,39.02,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,8594,8662,143.38,144.51,1.13,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,8663,8867,144.53,147.93,3.4,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,8868,9636,147.95,160.76,12.81,NONE,News,Violent,Public Outrage Over Parking Lot Fight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101_Public outrage over parking lot fight.mp4,9637,9760,160.78,162.83,2.05,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,0,12,0,0.4,0.4,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,13,68,0.43,2.27,1.84,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,69,538,2.3,17.95,15.65,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,539,593,17.98,19.79,1.81,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,594,817,19.82,27.26,7.44,Non-violent,Combination,,,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,818,823,27.29,27.46,0.17,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,824,883,27.49,29.46,1.97,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,884,1040,29.5,34.7,5.2,Violent,CCTV,Violent,FIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,1041,1862,34.73,62.13,27.4,Non-violent,News,Violent,FIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,1863,2518,62.16,84.02,21.86,Non-violent,CCTV,Violent,FIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,2519,2672,84.05,89.16,5.11,Non-violent,News,Violent,FIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,2673,3054,89.19,101.9,12.71,Non-violent,CCTV,Violent,FIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,3055,3176,101.94,105.97,4.03,Violent,CCTV,Violent,FIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,3177,3280,106.01,109.44,3.43,Non-violent,News,Violent,FIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102_New video shows fight at Danville Costco parking lot.mp4,3281,4620,109.48,154.15,44.67,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103_Customers Help After Violent Shoplifting Attempt.mp4,0,651,0,21.72,21.72,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103_Customers Help After Violent Shoplifting Attempt.mp4,652,755,21.76,25.19,3.43,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103_Customers Help After Violent Shoplifting Attempt.mp4,756,987,25.23,32.93,7.7,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103_Customers Help After Violent Shoplifting Attempt.mp4,988,1543,32.97,51.48,18.51,Non-violent,News,Violent,"Violent, Shoplifting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103_Customers Help After Violent Shoplifting Attempt.mp4,1544,2909,51.52,97.06,45.54,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103_Customers Help After Violent Shoplifting Attempt.mp4,2910,2986,97.1,99.63,2.53,Non-violent,News,Violent,Arrests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103_Customers Help After Violent Shoplifting Attempt.mp4,2987,4116,99.67,137.34,37.67,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104_VIDEO APD nabs Target thief in undercover operation.mp4,0,834,0,27.83,27.83,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104_VIDEO APD nabs Target thief in undercover operation.mp4,835,941,27.86,31.4,3.54,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104_VIDEO APD nabs Target thief in undercover operation.mp4,942,1814,31.43,60.53,29.1,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104_VIDEO APD nabs Target thief in undercover operation.mp4,1815,1921,60.59,64.1,3.51,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104_VIDEO APD nabs Target thief in undercover operation.mp4,1922,2205,64.13,73.57,9.44,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104_VIDEO APD nabs Target thief in undercover operation.mp4,2206,3007,0.03,100.33,100.3,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104_VIDEO APD nabs Target thief in undercover operation.mp4,3008,3516,100.37,117.32,16.95,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105_Crimestoppers violent shoplifting.mp4,0,67,0,2.79,2.79,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105_Crimestoppers violent shoplifting.mp4,68,224,2.83,9.33,6.5,Non-violent,News,Violent,CRIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105_Crimestoppers violent shoplifting.mp4,225,291,9.38,12.12,2.74,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105_Crimestoppers violent shoplifting.mp4,292,397,12.17,16.54,4.37,Non-violent,CCTV,Violent,PUNCHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105_Crimestoppers violent shoplifting.mp4,398,515,16.58,21.46,4.88,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105_Crimestoppers violent shoplifting.mp4,516,521,21.5,21.71,0.21,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105_Crimestoppers violent shoplifting.mp4,522,737,21.75,30.71,8.96,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105_Crimestoppers violent shoplifting.mp4,738,999,30.75,41.62,10.87,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105_Crimestoppers violent shoplifting.mp4,1000,1002,41.67,41.75,0.08,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105_Crimestoppers violent shoplifting.mp4,1003,1538,41.79,64.08,22.29,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"106_Shoplifting spreed turns violent at Greenwood, Indiana, mall.mp4",0,30,0,1,1,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"106_Shoplifting spreed turns violent at Greenwood, Indiana, mall.mp4",31,697,1.03,23.26,22.23,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"106_Shoplifting spreed turns violent at Greenwood, Indiana, mall.mp4",698,972,23.29,32.43,9.14,Non-violent,News,Violent,"SHOPLIFTING, VIOLENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"106_Shoplifting spreed turns violent at Greenwood, Indiana, mall.mp4",973,2720,32.47,90.76,58.29,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,0,17,0,0.57,0.57,NONE,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,18,741,0.6,24.72,24.12,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,742,1115,24.76,37.2,12.44,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,1116,1341,37.24,44.74,7.5,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,1342,1394,44.78,46.51,1.73,Non-violent,CCTV,,Help! Help!,,,Screaming,1342,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,1395,2254,46.55,75.21,28.66,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,2255,2272,75.24,75.81,0.57,NONE,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107_Delivery Driver Saves Homeowner & Dog from Pit Bull Attack  Neighborhood Wars  A&E.mp4,2273,2580,75.84,86.09,10.25,NONE,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",0,129,0,4.3,4.3,Violent,CCTV,Violent,brawl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",130,229,4.34,7.64,3.3,Violent,CCTV,Violent,confrontation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",230,329,7.67,10.98,3.31,Violent,CCTV,Violent,fight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",330,429,11.01,14.31,3.3,Violent,CCTV,Violent,"punching, kicking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",430,529,14.35,17.65,3.3,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",530,629,17.68,20.99,3.31,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",630,729,21.02,24.32,3.3,Violent,CCTV,Violent,stamping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",730,871,24.36,29.06,4.7,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",872,971,29.1,32.4,3.3,Violent,CCTV,Violent,brawling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",972,1212,32.43,40.44,8.01,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",1213,1312,40.47,43.78,3.31,Violent,CCTV,Violent,arrested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",1313,1412,43.81,47.11,3.3,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",1413,1512,47.15,50.45,3.3,Violent,CCTV,Violent,"violent, disorder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",1513,1617,50.48,53.95,3.47,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
