Video ID,Segment ID,Modality,Start frame,End frame,Start time(s),End time(s),Violence Type (Video),Violence label(video),Video Type,Violence Type (Text),Texts,Memo,Violence(Sound) Type1,Sound type1,sound_start_frame1,sound_end_frame1,Violence(Sound) Type2,Sound type2,sound_start_frame2,sound_end_frame2,Violence(Sound) Type3,Sound type3,sound_start_frame3,sound_end_frame3,Violence(Sound) Type4,Sound type4,sound_start_frame4,sound_end_frame4,Violence(Sound) Type5,Sound type5,sound_start_frame5,sound_end_frame5,Violence(Sound) Type6,Sound type6,sound_start_frame6,sound_end_frame6,Violence(Sound) Type7,Sound type7,sound_start_frame7,sound_end_frame7,Violence(Sound) Type8,Sound type8,sound_start_frame8,sound_end_frame8,Violence(Sound) Type9,Sound type9,sound_start_frame9,sound_end_frame9,Violence(Sound) Type10,Sound type10,sound_start_frame10,sound_end_frame10,Violence(Sound) Type11,Sound type11,sound_start_frame11,sound_end_frame11,Filename,Segment Position,Split
119,119_33,Unimodal(Video),2694,2852,89.89,95.16,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119_Video shows attack on store clerk in Miramar.mp4,33,train
119,119_34,Unimodal(Video),2856,2987,95.3,99.67,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119_Video shows attack on store clerk in Miramar.mp4,34,train
119,119_35,Unimodal(Video),2988,3436,99.7,114.65,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119_Video shows attack on store clerk in Miramar.mp4,35,train
120,120_1,Unimodal(Video),0,39,0.0,1.3,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120_Store clerk attacked.mp4,1,train
120,120_2,"Multimodal(Video, Text)",40,181,1.33,6.04,non-violent,0.0,News,Violent,Attacked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120_Store clerk attacked.mp4,2,train
120,120_3,"Multimodal(Video, Text)",182,538,6.07,17.95,none,,News,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120_Store clerk attacked.mp4,3,train
120,120_4,Unimodal(Video),545,718,18.18,23.96,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120_Store clerk attacked.mp4,4,train
120,120_5,"Multimodal(Video, Text)",719,2982,23.99,99.5,non-violent,0.0,News,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120_Store clerk attacked.mp4,5,train
120,120_6,Unimodal(Video),2983,3119,99.53,104.07,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120_Store clerk attacked.mp4,6,train
120,120_7,"Multimodal(Video, Text)",3120,3494,104.1,116.58,non-violent,0.0,News,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120_Store clerk attacked.mp4,7,train
120,120_8,Unimodal(Video),3495,3626,116.62,120.99,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120_Store clerk attacked.mp4,8,train
120,120_9,"Multimodal(Video, Text)",3627,3697,121.02,123.36,non-violent,0.0,News,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120_Store clerk attacked.mp4,9,train
120,120_10,Unimodal(Video),3698,3761,123.39,125.49,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120_Store clerk attacked.mp4,10,train
121,121_1,Unimodal(Video),0,417,0.0,13.91,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,1,train
121,121_2,Unimodal(Video),418,742,13.95,24.76,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,2,train
121,121_3,Unimodal(Video),743,773,24.79,25.79,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,3,train
121,121_4,Unimodal(Video),774,929,25.83,31.0,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,4,train
121,121_5,Unimodal(Video),930,1094,31.03,36.5,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,5,train
121,121_6,Unimodal(Video),1095,1097,36.54,36.6,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,6,train
121,121_7,Unimodal(Video),1098,1223,36.64,40.81,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,7,train
121,121_8,Unimodal(Video),1224,1276,40.84,42.58,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,8,train
121,121_9,Unimodal(Video),1277,1304,42.61,43.51,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,9,train
121,121_10,Unimodal(Video),1305,1653,43.54,55.15,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,10,train
121,121_11,Unimodal(Video),1654,1674,55.19,55.86,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,11,train
121,121_12,Unimodal(Video),1675,1714,55.89,57.19,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,12,train
121,121_13,Unimodal(Video),1715,1771,57.22,59.09,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,13,train
121,121_14,Unimodal(Video),1772,1908,59.13,63.66,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,14,train
121,121_15,Unimodal(Video),1909,1951,63.7,65.1,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,15,train
121,121_16,Unimodal(Video),1952,2077,65.13,69.3,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,16,train
121,121_17,Unimodal(Video),2078,2093,69.34,69.84,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,17,train
121,121_18,Unimodal(Video),2094,2265,69.87,75.57,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,18,train
121,121_19,Unimodal(Video),2282,2637,76.14,87.99,non-violent,0.0,Combination,,,CCTV+news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,19,train
121,121_20,Unimodal(Video),2638,2941,88.02,98.13,violent,1.0,Combination,,,CCTV+news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121_Surveillance Video Shows Clerk Being Attacked.mp4,20,train
122,122_1,Unimodal(Video),0,373,0.0,12.45,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122_'I ain't sorry' Suspect in mall fight admits to stomping victim, says it was self-defense.mp4",1,train
122,122_2,Unimodal(Video),374,427,12.48,14.25,non-violent,0.0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122_'I ain't sorry' Suspect in mall fight admits to stomping victim, says it was self-defense.mp4",2,train
122,122_3,Unimodal(Video),428,787,14.28,26.26,violent,1.0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122_'I ain't sorry' Suspect in mall fight admits to stomping victim, says it was self-defense.mp4",3,train
122,122_4,Unimodal(Video),788,1287,26.29,42.94,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122_'I ain't sorry' Suspect in mall fight admits to stomping victim, says it was self-defense.mp4",4,train
122,122_5,Unimodal(Video),1288,1458,42.98,48.65,violent,1.0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122_'I ain't sorry' Suspect in mall fight admits to stomping victim, says it was self-defense.mp4",5,train
122,122_6,Unimodal(Video),1459,2383,48.68,79.51,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122_'I ain't sorry' Suspect in mall fight admits to stomping victim, says it was self-defense.mp4",6,train
122,122_7,Unimodal(Video),2384,2673,79.55,89.19,violent,1.0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122_'I ain't sorry' Suspect in mall fight admits to stomping victim, says it was self-defense.mp4",7,train
122,122_8,Unimodal(Video),2674,3087,89.22,103.0,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122_'I ain't sorry' Suspect in mall fight admits to stomping victim, says it was self-defense.mp4",8,train
122,122_9,Unimodal(Video),3088,3221,103.04,107.47,violent,1.0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122_'I ain't sorry' Suspect in mall fight admits to stomping victim, says it was self-defense.mp4",9,train
122,122_10,Unimodal(Video),3222,3818,107.51,127.39,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122_'I ain't sorry' Suspect in mall fight admits to stomping victim, says it was self-defense.mp4",10,train
123,123_1,Unimodal(Video),0,3073,0.0,122.92,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123_Police allege rival gangs planned machete fight at Melbourne shopping centre.mp4,1,train
123,123_2,Unimodal(Video),3077,3234,123.08,129.36,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123_Police allege rival gangs planned machete fight at Melbourne shopping centre.mp4,2,train
124,124_1,Unimodal(Video),0,1396,0.0,55.84,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124_Melbourne shopping centre in lockdown after reported stabbing incident  ABC NEWS.mp4,1,train
124,124_2,Unimodal(Video),1397,1896,55.88,75.84,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124_Melbourne shopping centre in lockdown after reported stabbing incident  ABC NEWS.mp4,2,train
125,125_1,Unimodal(Video),0,489,0.0,16.32,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125_Group of girls fighting in mall disturbs patrons.mp4,1,train
125,125_2,Unimodal(Video),506,767,16.88,25.59,violent,1.0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125_Group of girls fighting in mall disturbs patrons.mp4,2,train
125,125_3,Unimodal(Video),768,1053,25.63,35.13,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125_Group of girls fighting in mall disturbs patrons.mp4,3,train
125,125_4,Unimodal(Video),1054,1167,35.17,38.94,violent,1.0,Combination,,,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125_Group of girls fighting in mall disturbs patrons.mp4,4,train
125,125_5,Unimodal(Video),1168,2678,38.97,89.36,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125_Group of girls fighting in mall disturbs patrons.mp4,5,train
126,126_1,Unimodal(Video),0,14,0.0,0.56,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126_Shopping centre on lockdown as terrifying machete fight erupts.mp4,1,train
126,126_2,"Multimodal(Video, Text)",15,15,0.6,0.6,violent,1.0,CCTV,Violent,fighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126_Shopping centre on lockdown as terrifying machete fight erupts.mp4,2,train
126,126_3,"Multimodal(Video, Text)",16,107,0.64,4.28,violent,1.0,CCTV,Violent,"fighting, fight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126_Shopping centre on lockdown as terrifying machete fight erupts.mp4,3,train
126,126_4,"Multimodal(Video, Text)",108,182,4.32,7.28,non-violent,0.0,Self-filmed,Violent,"fighting, fight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126_Shopping centre on lockdown as terrifying machete fight erupts.mp4,4,train
126,126_5,"Multimodal(Video, Text)",183,183,7.32,7.32,non-violent,0.0,Self-filmed,Violent,"fighting, wielding knives, brawl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126_Shopping centre on lockdown as terrifying machete fight erupts.mp4,5,train
126,126_6,"Multimodal(Video, Text)",184,343,7.36,13.72,non-violent,0.0,Self-filmed,Violent,"wielding knives,, brawl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126_Shopping centre on lockdown as terrifying machete fight erupts.mp4,6,train
126,126_7,"Multimodal(Video, Text)",344,344,13.76,13.76,non-violent,0.0,Self-filmed,Violent,"wielding knives,, Horrified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126_Shopping centre on lockdown as terrifying machete fight erupts.mp4,7,train
126,126_8,"Multimodal(Video, Text)",345,506,13.8,20.24,non-violent,0.0,Self-filmed,Violent,"Horrified, violent jabs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126_Shopping centre on lockdown as terrifying machete fight erupts.mp4,8,train
126,126_9,"Multimodal(Video, Text)",507,507,20.28,20.28,non-violent,0.0,Self-filmed,Violent,Horrified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126_Shopping centre on lockdown as terrifying machete fight erupts.mp4,9,train
126,126_10,"Multimodal(Video, Text)",508,659,20.32,26.36,non-violent,0.0,Self-filmed,Violent,fighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126_Shopping centre on lockdown as terrifying machete fight erupts.mp4,10,train
126,126_11,Unimodal(Video),660,1577,26.4,63.08,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126_Shopping centre on lockdown as terrifying machete fight erupts.mp4,11,train
126,126_12,Unimodal(Video),1588,1647,63.52,65.88,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126_Shopping centre on lockdown as terrifying machete fight erupts.mp4,12,train
127,127_1,Unimodal(Video),0,35,0.0,1.17,none,,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127_Fight Breaks Out On London Train Crazy ????????PublicFreakouts #ItsAllJustEntertainment.mp4,1,train
127,127_2,"Multimodal(Video, Sound)",36,219,1.2,7.3,violent,1.0,Self-filmed,,,,Violent,Shouting,36.0,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127_Fight Breaks Out On London Train Crazy ????????PublicFreakouts #ItsAllJustEntertainment.mp4,2,train
127,127_3,"Multimodal(Video, Sound)",220,2678,7.33,89.27,non-violent,0.0,Self-filmed,,,,Violent,Shouting,220.0,1512.0,Violent,Shouting,1513.0,2678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127_Fight Breaks Out On London Train Crazy ????????PublicFreakouts #ItsAllJustEntertainment.mp4,3,train
127,127_4,"Multimodal(Video, Sound)",2679,3764,89.3,125.47,violent,1.0,Self-filmed,,,,Violent,Shouting,2679.0,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127_Fight Breaks Out On London Train Crazy ????????PublicFreakouts #ItsAllJustEntertainment.mp4,4,train
127,127_5,"Multimodal(Video, Sound)",3765,3796,125.5,126.53,none,,Self-filmed,,,,Violent,Shouting,3765.0,3796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127_Fight Breaks Out On London Train Crazy ????????PublicFreakouts #ItsAllJustEntertainment.mp4,5,train
127,127_6,"Multimodal(Video, Sound)",3797,3830,126.57,127.67,violent,1.0,Self-filmed,,,,Violent,Shouting,3797.0,3830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127_Fight Breaks Out On London Train Crazy ????????PublicFreakouts #ItsAllJustEntertainment.mp4,6,train
128,128_1,Unimodal(Video),0,432,0.0,14.41,non-violent,0.0,Combination,,,News+CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128_Police Officer Injured, 3 Students Arrested After Fights Break Out Near Train Station.mp4",1,train
128,128_2,Unimodal(Video),446,899,14.88,30.0,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128_Police Officer Injured, 3 Students Arrested After Fights Break Out Near Train Station.mp4",2,train
128,128_3,Unimodal(Video),900,1068,30.03,35.64,violent,1.0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128_Police Officer Injured, 3 Students Arrested After Fights Break Out Near Train Station.mp4",3,train
128,128_4,Unimodal(Video),1069,1090,35.67,36.37,none,,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128_Police Officer Injured, 3 Students Arrested After Fights Break Out Near Train Station.mp4",4,train
128,128_5,Unimodal(Video),1091,1216,36.4,40.57,non-violent,0.0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128_Police Officer Injured, 3 Students Arrested After Fights Break Out Near Train Station.mp4",5,train
128,128_6,Unimodal(Video),1217,1337,40.61,44.61,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128_Police Officer Injured, 3 Students Arrested After Fights Break Out Near Train Station.mp4",6,train
128,128_7,Unimodal(Video),1338,1733,44.64,57.82,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128_Police Officer Injured, 3 Students Arrested After Fights Break Out Near Train Station.mp4",7,train
128,128_8,Unimodal(Video),1734,1814,57.86,60.53,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128_Police Officer Injured, 3 Students Arrested After Fights Break Out Near Train Station.mp4",8,train
128,128_9,Unimodal(Video),1815,1877,60.56,62.63,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128_Police Officer Injured, 3 Students Arrested After Fights Break Out Near Train Station.mp4",9,train
128,128_10,Unimodal(Video),1878,2201,62.66,73.44,violent,1.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128_Police Officer Injured, 3 Students Arrested After Fights Break Out Near Train Station.mp4",10,train
128,128_11,Unimodal(Video),2202,2380,73.47,79.41,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128_Police Officer Injured, 3 Students Arrested After Fights Break Out Near Train Station.mp4",11,train
128,128_12,Unimodal(Video),2381,2519,79.45,84.05,non-violent,0.0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128_Police Officer Injured, 3 Students Arrested After Fights Break Out Near Train Station.mp4",12,train
128,128_13,Unimodal(Video),2520,3376,84.08,112.65,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128_Police Officer Injured, 3 Students Arrested After Fights Break Out Near Train Station.mp4",13,train
132,132_1,Unimodal(Video),0,99,0.0,3.3,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132_Assault on bus driver caught on camera.mp4,1,train
132,132_2,Unimodal(Video),104,202,3.47,6.74,non-violent,0.0,News,,"ASSAULT, ATTACK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132_Assault on bus driver caught on camera.mp4,2,train
132,132_3,Unimodal(Video),203,207,6.77,6.91,non-violent,0.0,Dashcam,,"ASSAULT, ATTACK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132_Assault on bus driver caught on camera.mp4,3,train
132,132_4,Unimodal(Video),208,441,6.94,14.71,violent,1.0,Dashcam,,"ASSAULT, ATTACK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132_Assault on bus driver caught on camera.mp4,4,train
132,132_5,Unimodal(Video),447,864,14.91,28.83,violent,1.0,Combination,,"ASSAULT, ATTACK",News+dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132_Assault on bus driver caught on camera.mp4,5,train
132,132_6,Unimodal(Video),865,1386,28.86,46.25,violent,1.0,Dashcam,,"ASSAULT, ATTACK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132_Assault on bus driver caught on camera.mp4,6,train
132,132_7,Unimodal(Video),1387,2031,46.28,67.77,non-violent,0.0,News,,"ASSAULT, ATTACK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132_Assault on bus driver caught on camera.mp4,7,train
132,132_8,Unimodal(Video),2032,2443,67.8,81.51,violent,1.0,Dashcam,,"ASSAULT, ATTACK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132_Assault on bus driver caught on camera.mp4,8,train
132,132_9,Unimodal(Video),2444,3291,81.55,109.81,non-violent,0.0,News,,"ASSAULT, ATTACK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132_Assault on bus driver caught on camera.mp4,9,train
132,132_10,Unimodal(Video),3292,3293,109.84,109.88,non-violent,0.0,News,,"ASSAULT, ATTACK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132_Assault on bus driver caught on camera.mp4,10,train
132,132_11,Unimodal(Video),3302,3469,110.18,115.75,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132_Assault on bus driver caught on camera.mp4,11,train
134,134_1,Unimodal(Video),0,11,0.0,0.37,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,1,train
134,134_2,Unimodal(Video),12,367,0.4,12.25,violent,1.0,Combination,,,Self-filmed+news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,2,train
134,134_3,Unimodal(Video),373,533,12.45,17.78,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,3,train
134,134_4,Unimodal(Video),561,752,18.72,25.09,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,4,train
134,134_5,"Multimodal(Video, Text)",753,1285,25.13,42.88,non-violent,0.0,News,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,5,train
134,134_6,Unimodal(Video),1286,1300,42.91,43.38,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,6,train
134,134_7,Unimodal(Video),1301,1692,43.41,56.46,violent,1.0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,7,train
134,134_8,Unimodal(Video),1693,1778,56.49,59.33,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,8,train
134,134_9,Unimodal(Video),1779,2199,59.36,73.37,non-violent,0.0,News,,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,9,train
134,134_10,Unimodal(Video),2200,2216,73.41,73.94,violent,1.0,Self-filmed,,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,10,train
134,134_11,Unimodal(Video),2217,2324,73.97,77.54,violent,1.0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,11,train
134,134_12,Unimodal(Video),2325,2408,77.58,80.35,non-violent,0.0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134_GRTC apologizes for suspending bus driver kicked by a passenger on video.mp4,12,train
